epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.462,2.59565,2.79191,1.59936,0.53071,0.05901,0.06604,0.02389,2.66643,2.88592,1.8068,0.00125,0.00125,0.00125
